username,date,time,text,tweetID,placeID,daerah,lokasi,longitude,latitude,result
@Reanesia1, 2018-05-19, 17:08, memang orang2 @KomnasHAM saat ini sudah dongo tertimpa pigai.. mencret smua celotehnya ada klasifikasi  baru utk bom trnyata yaitu bom kampung.. pernah coba taro bom dusun dimulut sendiri kaya petasan janwe? yg sangat aneh bicara lantang utk HAM teroris dan mngabaikan HAM korban,9.97781E+17, 2cd5efeb7102867f, Grogol Petamburan, Grogol Petamburan Indonesia,106.7907021,-6.1618445,orang komnasham dongo timpa pigai mencret smua celoteh klasifikasi utk bom trnyata bom kampung coba taro bom dusun mulut kaya petas janwe yg aneh bicara lantang utk ham teroris mngabaikan ham korban
@babysmurf, 2018-05-19, 16:03, Makan oat sampai mencret.,9.97765E+17, 9a8b7d87f8f795dd, Jakarta Barat, Jakarta Barat DKI Jakarta,106.7555581,-6.157587,makan oat mencret
@Dimas_Aldiansah, 2018-05-19, 22:41, emang  tapi disini harganya mahal amat deh..hhu alhamdulillah kalo bgtu..hahaha sedikit sakit perut skrng :v,9.97865E+17, 0e31d9f14c515836, Bandung Wetan, Bandung Wetan Indonesia,107.6168531,-6.90541885,emang harga mahal dehhhu alhamdulillah kalo bgtuhahaha sakit perut skrng v
@nahlaaudiza, 2018-05-19, 23:29, Nonton MOM serials ngakak sampe mules.,9.97877E+17, 0c8ce023e0d5ae81, Ciputat, Ciputat Indonesia,106.7144606,-6.303381,nonton mom serials ngakak sampe mules
@triastutiD, 2018-05-19, 23:11, Krn laper mata ngeliat sambel rujak yg enak alhasil mules tengah malem :(,9.97872E+17, 8dfc301cf3b6d9fe, Cakranegara, Cakranegara Indonesia,116.1388371,-8.593665,krn laper mata ngeliat sambel rujak yg enak alhasil mules malem
@damprad, 2018-05-20, 04:41, Diare?  Seleraku...  #periklanan,9.97956E+17, 62f9f7941af63107, Tebet, Tebet Indonesia,106.8568556,-6.2258419,diare selera iklan
@nawangsaraswati, 2018-05-20, 04:24, Habis saur mules  jadi ngerasa sia2 saurnya ,9.97951E+17, 5afa4d5aa26035f3, Wonosobo, Wonosobo Indonesia,109.9154826,-7.361592,habis saur mules ngerasa sia saur
@belamarufi, 2018-05-20, 04:46, Udah imsak trus mules  cobaan ,9.97957E+17, 835fc4688b7053ac, Papua Barat, Papua Barat Indonesia,130.8408599,-0.231445,udah imsak trus mules coba
@NyFdly, 2018-05-20, 11:14, udh sakit perut org  ini org punya anak pun cengengnya keterlaluan. Cowok kok cengeng!!,9.98054E+17, a719122ae63d684b, Sekupang, Sekupang Indonesia,103.9712468,1.08737775,udh sakit perut org org anak cengeng cowok cengeng
@tatiira, 2018-05-20, 11:42, Kayak disorot lampu pijar yg panas menyengat   dan ada magnitnya  bs ubek ubek dalam perut kita  kyk diblender perut kita    trus sakit perut nanti kita BAB jd mencret aja  kalo udh diblender ma  machine body magnitnya,9.98061E+17, ad4a2a47ef7491d4, Margaasih, Margaasih Indonesia,107.5507024,-6.947334,kayak sorot lampu pijar yg panas sengat magnitnya bs ubek ubek perut kyk blender perut trus sakit perut bab jd mencret aja kalo udh blender ma machine body magnitnya
@sitinurmalaela, 2018-05-20, 23:17, Eh seru juga kali ya buat tantangan ramadhan bikin masakan rumahan terus di kasih tetangga *tp kasihan takut pada sakit perut wkwk ,9.98236E+17, 409035b65dfc0a42, Cibinong, Cibinong Indonesia,106.8395324,-6.4719745,eh seru kali ya tantang ramadhan bikin masakan rumah kasih tetangga tp kasihan takut sakit perut wkwk
@abu_dzar88, 2018-05-20, 04:00, Melihatnya tetiba perut jd mules Tapi sudahlah yg penting #2019gantipresiden umat yg sabar ya.kita diberi pahala yg tak terhingga bila slalu bersabar.2019 ga lama lg tetap dijalan Allah jgn berpaling dariNya inshaa Allah kita berkumpul kelak di akherat 1 jemaah brsama Rasulullah,9.97945E+17, ce7988d3a8b6f49f, Indonesia, Indonesia,113.3341282,0.113797,tetiba perut jd mules yg gantipresiden umat yg sabar yakita pahala yg hingga slalu sabar ga lg jalan allah jgn paling dari inshaa allah kumpul kelak akherat jemaah brsama rasulullah
@NandangIrfanz13, 2018-05-20, 17:11, #RamadandiRumahuya4 bikin sakit perut deh . Liatnya episode  sekarang hahaha  kocak abis ,9.98144E+17, c97dc3311e04ab8f, Tanjungsiang, Tanjungsiang Indonesia,107.8012967,-6.7390275,ramadandirumahuya bikin sakit perut deh liat episode hahaha kocak abis
@maudhymaw, 2018-05-20, 18:27, Kalo lagi sakit perut pms ni pengennya belanja ._.,9.98163E+17, b6bbc85d8e3411a0, Banjarsari, Banjarsari Indonesia,110.8156451,-7.5471697,kalo sakit perut pms ni ken belanja
@whenscarves, 2018-05-20, 18:02, Mba kamu seharian ga makan apa apa tuh ga sakit perut? Ngga. Udah biasa Beli makanan gih buat buka Ngga usah  aku makan kolak aja,9.98157E+17, 61adc086c19fc863, Panjatan, Panjatan Indonesia,110.1504048,-7.915255,mba hari ga makan tuh ga sakit perut ngga udah beli makan gih buka ngga makan kolak aja
@tatiira, 2018-05-20, 11:55, Kita kalo udh kena machine blender dibody kita   dgn bunyi rengat kencang pasti kita BAB mencret bisa 3 sampai 4 Kali    dpn rumah dr pagi nyalain petasan terus   udh 4 x dr adzan subuh   seminggu ini bunyi petasan tiap hari  ,9.98065E+17, acb61aa718ba621f, Babakan Ciparay, Babakan Ciparay Indonesia,107.5757732,-6.9403184,kalo udh kena machine blender dibody dgn bunyi rengat kencang bab mencret kali dpn rumah dr pagi nyalain petas udh x dr adzan subuh minggu bunyi petas
@ynaila_karima, 2018-05-20, 21:08," Agak bingung sama demamnya Kiya kali ini. Doi demam  tapi ga ada keluhan apa"". Bapil alhamdulillah ga ada  diare Alhamdulillah ga ada  tumbuh gigi juga gak. Lalu sumber demamnya apa?",9.98204E+17, e85bbcce6b5d52ae, Mojosongo, Mojosongo Indonesia,110.623554,-7.5401045,bingung demam kiya kali doi demam ga keluh bapil alhamdulillah ga diare alhamdulillah ga tumbuh gigi gak sumber demam
@titymargana, 2018-05-20, 08:58, Liatnya pun mules.,9.9802E+17, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,liat mules
@ekasastraid, 2018-05-21, 10:32, Mendampingi Achmad Nabiel  sakit diare  pemeriksaan di @rsudcianjur  warga Kampung Citampele Desa Mentengsari Kec Cikalongkulon @PemkabCianjur   @eka_sastra @DPRDCianjur,9.98406E+17, e8b8cd2fb1d60d60, Cianjur, Cianjur Indonesia,107.1281593,-6.81917,damping achmad nabiel sakit diare periksa rsudcianjur warga kampung citampele desa mentengsari kec cikalongkulon pemkabcianjur ekasastra dprdcianjur
@zamanstories, 2018-05-21, 11:43, Penyakit sering kena pas puasa: diare.,9.98424E+17, 66555622726ab358, Setia Budi, Setia Budi Indonesia,106.8350756,-6.2213485,sakit kena pas puasa diare
@nrsilas, 2018-05-21, 07:40, Akibat kemarin buka puasa makan gorengan dan lombok kebanyakan pagi ini mules pake bgt bolak balik ke kmr mandi huhu. 1gorengan 6lombok. Padahal makan 5 gorengan. Tengah malem masih makan ayam penyet sambel lombok setan. Komplit. ,9.98363E+17, 3dc0fabe7604a6ac, Pedurungan, Pedurungan Indonesia,110.4803345,-7.009436,akibat kemarin buka puasa makan goreng lombok banyak pagi mules pake bgt bolak kmr mandi huhu goreng lombok makan goreng malem makan ayam penyet sambel lombok setan komplit
@FenJho, 2018-05-21, 06:48, Sudahlah. Mules liatnya. Mending beberes  ini senin pagi loh. Ha ha.,9.9835E+17, 0c1c821962584454, Pamulang, Pamulang Indonesia,106.7253735,-6.3168635,mules liat mending beberes senin pagi loh ha ha
@fwisnu18, 2018-05-21, 10:13, Unek-unek itu ibarat eeq. Kalo gak dikeluarin cuma bikin mules doang. Tapi dikeluarinnya jangan sembarangan  malu sama orang  lagian bau tau.. ,9.98401E+17, 2c9e37ebb2f10734, Gunung Sindur, Gunung Sindur Indonesia,106.6930551,-6.3754875,unek unek eeq kalo gak dikeluarin bikin mules doang dikeluarinnya sembarang malu orang bau tau
@YuvantiPL, 2018-05-21, 23:24, Mules tapi gak mau keluar  sama halnya rindu tapi tak bisa bertemu.,9.986E+17, 2d46dbd9431c332e, Legok, Legok Indonesia,106.6043202,-6.292148,mules gak hal rindu temu
@DidiCahya, 2018-05-21, 07:14, Setiap mau siaran nasional selalu mules....  ,9.98356E+17, a933df63601f2338, Rungkut, Rungkut Indonesia,112.8040266,-7.314341,siar nasional mules
@ndyang_, 2018-05-21, 22:39, Biasanya peyut mules. Terus pengen eeq...,9.98589E+17, 6e0f0a00ef60a2bf, Kalimantan Barat, Kalimantan Barat Indonesia,111.1098952,-0.47932985,peyut mules ken eeq
@elmarihan, 2018-05-21, 20:48, sepertinya detox saat puasa perlu dicoba  eehh ada efek mencret kaya bulan laluu gak yaaa yang ampe sebulan itu....gapapakali biar tambah ramping kaya 4tahun laluuuuuu,9.98561E+17, 9e0e6d510fbbfd8d, Jatinegara, Jatinegara Indonesia,106.8858939,-6.2316775,detox puasa coba eehh efek mencret kaya laluu gak yaaa ampe bulan itugapapakali biar ramping kaya laluuuuuu
@ningrumswft, 2018-05-21, 20:21, Kucing hamba mencret udah seminggu ini solusinya gimana ya? Dikasih tempe nga doyan  dikasih obat oral rada hararese minum nya ,9.98554E+17, 932c84510f322fb3, Cibiru, Cibiru Indonesia,107.721242,-6.91500165,kucing hamba mencret udah minggu solusi gimana ya kasih tempe nga doyan kasih obat oral rada hararese minum nya
@ayunnn_, 2018-05-21, 09:23, Tambah mules~ ,9.98389E+17, 03c45b795a006ed1, Mergangsan, Mergangsan Indonesia,110.3731603,-7.813731,mules
@SabrianBR, 2018-05-21, 00:31, Asli sakit perut jdnya gara2 itu sambel,9.98255E+17, 6066956b38a2b2d9, Pancoran Mas, Pancoran Mas Indonesia,106.8152454,-6.3944565,asli sakit perut jdnya gara sambel
@AreaCirebon, 2018-05-21, 17:45, Penderita TB Paru di Kota #Cirebon Tinggi - Inilah Koran http://dlvr.it/QTZ6cp ,9.98515E+17, 2eb44917f4d6dddc, Cirebon Barat, Cirebon Barat Indonesia,108.5391516,-6.7191105,derita tb paru kota cirebon koran
@bagusta_, 2018-05-21, 04:20, Sering terjadi didunia yang fana ini  sudah sahur mules ,9.98313E+17, 6fecf9bd851ace86, Tanjungsari, Tanjungsari Indonesia,107.7745949,-6.866381,dunia fana sahur mules
@nuryant36921590, 2018-05-21, 02:46, Perut muleskaya ada yang mau jatuh  pinggang sakit kaya mau patah,9.98289E+17, 7511d0f9559b7e2a, Cileungsi, Cileungsi Indonesia,106.9620015,-6.437104,perut muleskaya jatuh pinggang sakit kaya patah
@si_endra, 2018-05-21, 03:49, Tiwas mules dodokke malah ra metu ampasse ,9.98305E+17, 33763627a2a6eeb1, Magelang Selatan, Magelang Selatan Indonesia,110.2190249,-7.4907025,tiwas mules dodokke ra metu ampasse
@satrionoo, 2018-05-21, 03:45, Mau sahur tapi mules terus udah 2-kali bolak-balik kamar mandi. Alhasil berasa kenyang perut kecuci biar sixpack,9.98304E+17, 0101781eef585ee9, Yogyakarta, Yogyakarta Indonesia,110.4134344,-7.874352,sahur mules udah kali bolak kamar mandi alhasil asa kenyang perut cuci biar sixpack
@ehayii, 2018-05-21, 21:36, Dari sisi Ilmu Gizi  jelas salah pemberian mp asi dini. Kenapa? Karena ginjal  lambung  asi bayi di bawah umur 6 bulan itu belum siap mencerna. Efeknya? Bayi akan terkena gangguan pencernaan  diare  dll.,9.98573E+17, 574db04eb845578d, Gelumbang, Gelumbang Indonesia,104.4094687,-3.286098,sisi ilmu gizi salah beri mp asi ginjal lambung asi bayi umur cerna efek bayi kena ganggu cerna diare dll
@rzxchan, 2018-05-21, 19:01, Halah tae nanti juga pas mules dimotor tahan tahan gua lu - poop,9.98534E+17, a1ef5f877e4cf7d5, Katapang, Katapang Indonesia,107.5569679,-7.0024565,halah tae pas mules motor tahan tahan gua lu poop
@ekawidiiaa, 2018-05-21, 20:13, Perut gw mules abis ngerujak td.. Jd ga ada inspirasi #PremiosMTVMiaw #MTVBRKPOPBTS #MTVLAKPOPBTS #MTVLAFANARMYBTS @BTS_twt,9.98552E+17, 935e96cbb7bf23ec, Blahbatu, Blahbatu Indonesia,115.3088295,-8.566771,perut gw mules abis ngerujak td jd ga inspirasi premiosmtvmiaw mtvbrkpopbts mtvlakpopbts mtvlafanarmybts btstwt
@molanissa, 2018-05-22, 10:31, Liat Sal  anaknya Atiqah sm Rio gemas. Terbayang wajah neneknya  mendadak mules.,9.98768E+17, d16052cf1200267a, Menteng, Menteng Indonesia,106.8421736,-6.190237,liat sal anak atiqah sm rio gemas bayang wajah nenek dadak mules
@MFajri_R, 2018-05-22, 08:59, Anaknya udah kelas 6 SD... Mycobacterium lepra lama lho inkubasinya,9.98745E+17, 835fc4688b7053ac, Papua Barat, Papua Barat Indonesia,130.8408599,-0.231445,anak udah kelas sd mycobacterium lepra lho inkubasi
@Riskaa2609, 2018-05-22, 03:11, Diare terus kea bocah :(,9.98658E+17, 900dd3ca7a614b4f, Serang, Serang Indonesia,106.154172,-6.114661,diare kea bocah
@MarineCulture, 2018-05-22, 15:51, 22 MAY 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen   virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll. ,9.98849E+17, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.7931507,-8.205137,may tim grtc laksana sesuai prosedure ikan segar proses ulang bahaya biologismikrobiologis sebab bakteri pathogen virusparasit yg dpt sebab racun sakit infeksiinfestasi ecoli pathogenik dll
@iamsux_, 2018-05-22, 05:27, Sebuah dilema pas bener2 mules tp tunduh anjir gogoda,9.98692E+17, f893ac6f561197b9, Bojongloa Kidul, Bojongloa Kidul Indonesia,107.596401,-6.94696655,dilema pas bener mules tp tunduh anjir gogoda
@ciputthedumb, 2018-05-22, 06:32, Baru sampe Cisauk dan mules. ,9.98708E+17, c61688986c3842ec, Tangerang, Tangerang Banten,106.4745126,-6.1787355,sampe cisauk mules
@hardewiputri, 2018-05-22, 07:53, Gue kalo punya temen setim macam Lebron James sik gue minta pindah tim atau Lebron gue kasih broclac pas minum susu suplemen biar mules perutnya. Njir maruq bgt tjoy mainnya  itu teammates lo bukan back up dancer Pussycat Dolls kali wey.,9.98729E+17, e5c5bed04c10574f, Ubud, Ubud Indonesia,115.2550301,-8.5170179,gue kalo temen tim lebron james sik gue pindah tim lebron gue kasih broclac pas minum susu suplemen biar mules perut njir maruq bgt tjoy main teammates lo back up dancer pussycat dolls kali wey
@xenorate, 2018-05-22, 06:23, Iya yah ... Kaya perut udah mules .. Toiletnya di renovasi .. Rasanya gimana gitu .. Wkwkwkwk,9.98706E+17, 5dbc34a8e425f76e, Cirebon Utara, Cirebon Utara Indonesia,108.5364226,-6.6801015,iya yah kaya perut udah mules toilet renovasi gimana gitu wkwkwkwk
@mochijwoos, 2018-05-22, 22:54, Ya beginilah kalo buka puasa langsung makan sambel. Mules daritadi astagfirullah gabisa tidur ,9.98955E+17, 985d2f4ed1a2b7ef, Kalasan, Kalasan Indonesia,110.4663995,-7.7443825,ya kalo buka puasa langsung makan sambel mules daritadi astagfirullah gabisa tidur
@almiraadania, 2018-05-22, 17:20, Kapan sih yaaa sebulan aja gue dapet tanpa rasa mules & keram perut ,9.98871E+17, f48804e2e35d1099, Pasar Minggu, Pasar Minggu Indonesia,106.8361301,-6.293493,sih yaaa bulan aja gue dapet mules keram perut
@nurari95, 2018-05-22, 13:45, Lagi ndak puasa diare,9.98817E+17, 32b242657c638eb5, Gamping, Gamping Indonesia,110.3320477,-7.784254,ndak puasa diare
@auliarac_, 2018-05-22, 13:17, BAIK SILAHKAN MBAK  ALANGKAH BAIKNYA JIKA INGIN MINUM AIR YANG SUDAH DIMASAK YA AGAR SUPAYA TAK SAKIT PERUT. SEKIAN,9.9881E+17, c95804a84e8a1d6f, Cilacap Selatan, Cilacap Selatan Indonesia,108.8857077,-7.7320885,silah mbak alangkah baik minum air masak ya sakit perut sekian
@Habibi33166070, 2018-05-22, 22:51, Pemimpin itu harus tanpa teks ketika bicara demokrasi tapi apa yg kawan kita lakukan ini bikin kita sakit perut... #NgopiBarengFahri,9.98954E+17, c24c71be808c2ca2, Mariso, Mariso Indonesia,119.4083584,-5.15775325,pimpin teks bicara demokrasi yg kawan laku bikin sakit perut ngopibarengfahri
@Joim19M, 2018-05-22, 20:07, Hahahaha....sakit perut saya,9.98913E+17, c222484b0f26b125, Pasir Jambu, Pasir Jambu Indonesia,107.471396,-7.14454405,hahahahasakit perut
@erlanggaof, 2018-05-22, 18:58, Mules tapi ga berag berag ini,9.98896E+17, 4e804e21f22144e1, Kebon Jeruk, Kebon Jeruk Indonesia,106.7756626,-6.185602,mules ga berag berag
@auliarac_, 2018-05-22, 14:46, IYA HARUS AIR WUDHU YANG SUDAH MATANG  SUPAYA JIKA AIR WUDHUNYA KEMINUM KAMU TIDAK SAKIT PERUT KELAK  SAMPAI DISINI PAHAM?,9.98833E+17, c95804a84e8a1d6f, Cilacap Selatan, Cilacap Selatan Indonesia,108.8857077,-7.7320885,iya air wudhu matang air wudhunya minum sakit perut kelak paham
@dwimaay, 2018-05-23, 04:57, Berat bgt kaya aku deh. Susah nyerna kaya diare.,9.99047E+17, 932c84510f322fb3, Cibiru, Cibiru Indonesia,107.721242,-6.91500165,berat bgt kaya deh susah nyerna kaya diare
@STARADIO1073, 2018-05-23, 06:44, #STARINFO Mules pas mau berangkat? Baca ini deh  Stars https://id.m.wikihow.com/Menahan-Buang-Air-Besar-dalam-Situasi-yang-Memalukan?amp=1 … #SITM #ForGreatMusic,9.99073E+17, a0ab46b927a3431d, Tangerang, Tangerang Indonesia,106.6348392,-6.186222,starinfo mules pas berangkat baca deh stars sitm forgreatmusic
@banghakim, 2018-05-23, 07:20, Untung lu yang ngomong  lah kalau lovren  bisa ngekek sampe mules...:-) ,9.99083E+17, 24dcd6c1c3e773ad, Kota Baru, Kota Baru Indonesia,103.6168419,-1.64974,untung lu ngomong lovren ngekek sampe mules
@Uki_Muhibullah, 2018-05-23, 04:54, Paling gaenak kalau lg shubuhan mules.,9.99046E+17, ee2a0c120dcb21f5, Weru, Weru Indonesia,108.5044862,-6.7201165,gaenak lg shubuhan mules
@ngADI_min, 2018-05-23, 07:30, itu barca mules bet  ampe udah diujung gt?,9.99085E+17, 9e47c8239078e9c7, Cimanggis, Cimanggis Indonesia,106.8874776,-6.3919865,barca mules bet ampe udah ujung gt
@dikeyesss, 2018-05-23, 17:33, Kayak ada mules mulesnya,9.99237E+17, 8abebb7370b6cef9, Pancoran, Pancoran Indonesia,106.8490351,-6.256264,kayak mules mulesnya
@ranggunr, 2018-05-23, 20:03, Orang-orang ini yang buat aku mules-mules kalo buka WA   setelah acara selesai bisa jadi aku RINDU monitor kerja kalian. #buwaketu #waketu #bukbersekutu #bukber99 #PesonaRamadanTahun2018,9.99274E+17, 62f9f7941af63107, Tebet, Tebet Indonesia,106.8568556,-6.2258419,orang orang mules mules kalo buka wa acara selesai rindu monitor kerja buwaketu waketu bukbersekutu bukber pesonaramadantahun
@fatur_lp, 2018-05-23, 00:19, Itu yang nulis “duh sakit perut” di timeline Bodo amat :”” Ga ada yang peduli kali,9.98977E+17, 67ee4e65b49cb758, Kalimantan Selatan, Kalimantan Selatan Indonesia,115.5159942,-2.74566825,nulis duh sakit perut timeline bodo ga peduli kali
@MarineCulture, 2018-05-23, 15:24, 23 MAY 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen   virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll.   Continue... ,9.99204E+17, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.7931507,-8.205137,may tim grtc laksana sesuai prosedure ikan segar proses ulang bahaya biologismikrobiologis sebab bakteri pathogen virusparasit yg dpt sebab racun sakit infeksiinfestasi ecoli pathogenik dll continue
@ershalat, 2018-05-23, 11:04, Dalam kedokteran timur. Kecemasan itu area lambung. Ketika orang cemas. Pasti akan mengalami sakit perut  perut mules dan atau akan sering ke toilet.,9.99139E+17, 408ad88ee0345f7d, Depok, Depok Indonesia,110.4082427,-7.76769565,dokter timur cemas area lambung orang cemas alami sakit perut perut mules toilet
@wiwigaga_, 2018-05-23, 11:17, Ih masa jam segini mules.,9.99142E+17, e4b647872c10fc3a, Cikeruh, Cikeruh Indonesia,107.7732117,-6.922062,ih jam gin mules
@anggrput, 2018-05-23, 09:50, Salah bgt makan cabe di tumisan sarden  setengah sih. Tapi efeknya bolak-balik kamar mandi karena mules udah 2x pagi ini  moga aja gak dehidrasi ,9.9912E+17, 814feb98943c7ce1, Kebomas, Kebomas Indonesia,112.6272514,-7.17639,salah bgt makan cabe tumis sarden sih efek bolak kamar mandi mules udah x pagi moga aja gak dehidrasi
@tey_saja, 2018-05-23, 02:18, Aku kiy nek poso tangi jam 2 yo  atau ra turu sisan.   Kebetulan sing saiki ditambah wetengku mules. Dadi yo tangi ,9.99007E+17, 9353e81191ea3659, Godean, Godean Indonesia,110.2961511,-7.765384,kiy nek poso tang jam yo ra turu sis sing saiki tambah wetengku mules dadi yo tang
@aiiabon, 2018-05-23, 04:01, Bismillah  mulai puasa lagi. Semoga gak mules-mules.  Abis sahur pake Sambel Bu Rudy,9.99033E+17, 0c1c821962584454, Pamulang, Pamulang Indonesia,106.7253735,-6.3168635,bismillah puasa moga gak mules mules abis sahur pake sambel bu rudy
@MarineCulture, 2018-05-23, 15:15, 23 MAY 2018. Tim GRTC telah melaksanakan sesuai prosedure.  Ikan Segar => Proses ulang √  Bahaya Biologis/Mikrobiologis  disebabkan oleh bakteri pathogen   virus/parasit yg dpt menyebabkan keracunan  penyakit infeksi/infestasi  misalnya: E.Coli pathogenik dll. ,9.99202E+17, 3bd26dc3bcd6d4a6, Gerokgak, Gerokgak Indonesia,114.7931507,-8.205137,may tim grtc laksana sesuai prosedure ikan segar proses ulang bahaya biologismikrobiologis sebab bakteri pathogen virusparasit yg dpt sebab racun sakit infeksiinfestasi ecoli pathogenik dll
